path	type	species	counts	natoms	contcar_size	tebeg	teend	nsw
ysj/11-GSTcheck/2-147/2-quench/5-5000frames/3-opt	opt	Ge Sb Te	25 100 175	300	33314			1000
ysj/11-GSTcheck/2-147/2-quench/2-2000frames/3-opt	opt	Ge Sb Te	25 100 175	300	33314			1000
ysj/11-GSTcheck/2-147/2-quench/3-3000frames/3-opt	opt	Ge Sb Te	25 100 175	300	33314			1000
ysj/11-GSTcheck/2-147/2-quench/4-4000frames/3-opt	opt	Ge Sb Te	25 100 175	300	33314			1000
ysj/11-GSTcheck/2-147/2-quench/6-6000frames/3-opt	opt	Ge Sb Te	25 100 175	300	33314			1000
ysj/11-GSTcheck/7-Sb2Te3/2-quench/3-3000frames/3-opt	opt	Sb Te	120 180	300	33303			1000
ysj/11-GSTcheck/7-Sb2Te3/2-quench/1-1000frames/3-opt	opt	Sb Te	120 180	300	33303			1000
ysj/11-GSTcheck/7-Sb2Te3/2-quench/2-2000frames/3-opt	opt	Sb Te	120 180	300	33303			1000
ysj/11-GSTcheck/7-Sb2Te3/2-quench/4-4000frames/3-opt	opt	Sb Te	120 180	300	33303			1000
ysj/11-GSTcheck/7-Sb2Te3/2-quench/5-5000frames/3-opt	opt	Sb Te	120 180	300	33303			1000
ysj/11-GSTcheck/7-Sb2Te3/2-quench/6-6000frames/3-opt	opt	Sb Te	120 180	300	33303			1000
ysj/gete-test/2/relax	opt	Ge Te	150 150	300	33303			1000
ysj/gete-test/4/relax	opt	Ge Te	150 150	300	33303			1000
ysj/gete-test/1/relax	opt	Ge Te	150 150	300	33303			1000
ysj/gete-test/3/relax	opt	Ge Te	150 150	300	33303			1000
ysj/12-GeSe_check/4-GeSe3/3-opt	opt	Ge Se	75 225	300	33303			1000
ysj/12-GeSe_check/4-GeSe3/5-dataset/3-1600/2-opt	opt	Ge Se	75 225	300	33303			1000
ysj/12-GeSe_check/4-GeSe3/5-dataset/5-2000/2-opt	opt	Ge Se	75 225	300	33303			1000
ysj/12-GeSe_check/4-GeSe3/5-dataset/1-1200/2-opt	opt	Ge Se	75 225	300	33303			1000
ysj/12-GeSe_check/4-GeSe3/5-dataset/2-1400/2-opt	opt	Ge Se	75 225	300	33303			1000
ysj/12-GeSe_check/4-GeSe3/5-dataset/4-1800/2-opt	opt	Ge Se	75 225	300	33303			1000
ysj/12-GeSe_check/1-Ge2Se/3-opt	opt	Ge Se	200 100	300	33303			1000
ysj/12-GeSe_check/2-Ge3Se/3-opt	opt	Ge Se	225 75	300	33303			1000
ysj/12-GeSe_check/2-Ge3Se/5-dataset/2-1400/2-opt	opt	Ge Se	225 75	300	33303			1000
ysj/12-GeSe_check/2-Ge3Se/5-dataset/3-1600/2-opt	opt	Ge Se	225 75	300	33303			1000
ysj/12-GeSe_check/2-Ge3Se/5-dataset/1-1200/2-opt	opt	Ge Se	225 75	300	33303			1000
ysj/12-GeSe_check/2-Ge3Se/5-dataset/4-1800/2-opt	opt	Ge Se	225 75	300	33303			1000
ysj/12-GeSe_check/2-Ge3Se/5-dataset/5-2000/2-opt	opt	Ge Se	225 75	300	33303			1000
ysj/12-GeSe_check/5-GeSe/3-opt	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/6-Ge3Se7/diff/3-opt	opt	Ge Se	90 210	300	33303			1000
ysj/12-GeSe_check/6-Ge3Se7/dft/3-opt	opt	Ge Se	90 210	300	33303			1000
ysj/12-GeSe_check/7-Ge7Se3/diff/3-opt	opt	Ge Se	210 90	300	33303			1000
ysj/12-GeSe_check/0-dos_check/0.0/opt	opt	Se	300	300	33292			1000
ysj/12-GeSe_check/0-dos_check/0.7/opt	opt	Ge Se	210 90	300	33303			1000
ysj/12-GeSe_check/0-dos_check/1.0/opt	opt	Ge	300	300	33292			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/1-ge_chains_proxy/1-top	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/1-ge_chains_proxy/2-median	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/1-ge_chains_proxy/3-bottom	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/4-pld/1-top	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/4-pld/2-median	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/4-pld/3-bottom	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/2-homopolar/3-bottom	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/2-homopolar/1-top	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/2-homopolar/2-median	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/3-ideal_coord_num/3-bottom	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/3-ideal_coord_num/1-top	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_nGe/3-ideal_coord_num/2-median	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/0.3/opt	opt	Ge Se	90 210	300	33303			1000
ysj/12-GeSe_check/0-dos_check/0.5/opt	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/0-dos_check/0.5/md/opt	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/0-dos_check/0.5/md_2_pre_relax_cell/opt	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/0-dos_check/dense/0.40/opt	opt	Ge Se	121 179	300	33303			1000
ysj/12-GeSe_check/0-dos_check/dense/0.50/opt	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/0-dos_check/dense/0.60/opt	opt	Ge Se	182 118	300	33303			1000
ysj/12-GeSe_check/0-dos_check/dense/0.45/opt	opt	Ge Se	136 164	300	33303			1000
ysj/12-GeSe_check/0-dos_check/dense/0.55/opt	opt	Ge Se	165 135	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate/aligned/2-median	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate/aligned/1-top	opt	Ge Se	155 145	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate/aligned/3-bottom	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate/overcoord/1-top	opt	Ge Se	151 149	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate/overcoord/3-bottom	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate/overcoord/2-median	opt	Ge Se	147 153	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate/pld_rich/1-top	opt	Ge Se	152 148	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate/pld_rich/2-median	opt	Ge Se	152 148	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate/pld_rich/3-bottom	opt	Ge Se	154 146	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_2/1-ge_chains_proxy/2-median	opt	Ge Se	146 154	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_2/1-ge_chains_proxy/1-top	opt	Ge Se	149 151	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_2/1-ge_chains_proxy/3-bottom	opt	Ge Se	146 154	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_2/2-homopolar_bond/1-top	opt	Ge Se	155 145	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_2/2-homopolar_bond/2-median	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_2/2-homopolar_bond/3-bottom	opt	Ge Se	143 157	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_2/3-ideal_coord_number/2-median	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_2/3-ideal_coord_number/1-top	opt	Ge Se	147 153	300	33303			1000
ysj/12-GeSe_check/0-dos_check/candidate_2/3-ideal_coord_number/3-bottom	opt	Ge Se	153 147	300	33303			1000
ysj/12-GeSe_check/temp_check/100/2000	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/temp_check/100/1000	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/temp_check/100/3000	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/temp_check/600/1000	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/temp_check/600/3000	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/temp_check/600/2000	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/temp_check/300/1000	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/temp_check/300/2000	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/temp_check/300/3000	opt	Ge Se	150 150	300	33303			1000
ysj/12-GeSe_check/3-GeSe2/3-opt	opt	Ge Se	100 200	300	33303			1000
ysj/12-GeSe_check/aug_data/12/2	opt	Ge Se	100 200	300	33303			1000
ysj/12-GeSe_check/aug_data/12/4	opt	Ge Se	100 200	300	33303			1000
ysj/12-GeSe_check/aug_data/12/1	opt	Ge Se	100 200	300	33303			1000
ysj/12-GeSe_check/aug_data/12/3	opt	Ge Se	100 200	300	33303			1000
ysj/12-GeSe_check/aug_data/12/5	opt	Ge Se	100 200	300	33303			1000
ysj/12-GeSe_check/aug_data/21/1	opt	Ge Se	200 100	300	33303			1000
ysj/12-GeSe_check/aug_data/21/3	opt	Ge Se	200 100	300	33303			1000
ysj/12-GeSe_check/aug_data/21/5	opt	Ge Se	200 100	300	33303			1000
ysj/12-GeSe_check/aug_data/21/2	opt	Ge Se	200 100	300	33303			1000
ysj/12-GeSe_check/aug_data/21/4	opt	Ge Se	200 100	300	33303			1000
ysj/12-GeSe_check/aug_data/91/1	opt	Ge Se	270 30	300	33303			1000
ysj/12-GeSe_check/aug_data/91/3	opt	Ge Se	270 30	300	33303			1000
ysj/12-GeSe_check/aug_data/91/5	opt	Ge Se	270 30	300	33303			1000
ysj/12-GeSe_check/aug_data/91/2	opt	Ge Se	270 30	300	33303			1000
ysj/12-GeSe_check/aug_data/91/4	opt	Ge Se	270 30	300	33303			1000
ysj/12-GeSe_check/aug_data/23/3	opt	Ge Se	120 180	300	33303			1000
ysj/12-GeSe_check/aug_data/23/5	opt	Ge Se	120 180	300	33303			1000
ysj/12-GeSe_check/aug_data/23/1	opt	Ge Se	120 180	300	33303			1000
ysj/12-GeSe_check/aug_data/23/2	opt	Ge Se	120 180	300	33303			1000
ysj/12-GeSe_check/aug_data/23/4	opt	Ge Se	120 180	300	33303			1000
ysj/12-GeSe_check/aug_data/32/2	opt	Ge Se	180 120	300	33303			1000
ysj/12-GeSe_check/aug_data/32/5	opt	Ge Se	180 120	300	33303			1000
ysj/12-GeSe_check/aug_data/32/1	opt	Ge Se	180 120	300	33303			1000
ysj/12-GeSe_check/aug_data/32/3	opt	Ge Se	180 120	300	33303			1000
ysj/12-GeSe_check/aug_data/32/4	opt	Ge Se	180 120	300	33303			1000
ysj/12-GeSe_check/aug_data/19/1	opt	Ge Se	30 270	300	33303			1000
ysj/12-GeSe_check/aug_data/19/3	opt	Ge Se	30 270	300	33303			1000
ysj/12-GeSe_check/aug_data/19/5	opt	Ge Se	30 270	300	33303			1000
ysj/12-GeSe_check/aug_data/19/2	opt	Ge Se	30 270	300	33303			1000
ysj/12-GeSe_check/aug_data/19/4	opt	Ge Se	30 270	300	33303			1000
ysj/13-WSe2+MoS2/WSe2/1-opt	opt	W Se	16 32	48	5583			200
ysj/13-WSe2+MoS2/WSe2/3-W-vac/opt	opt	W Se	15 32	47	5473			100
yyf/1-Te/2-inte3/1model/3-opt	opt	In Te	75 225	300	33303			1000
yyf/1-Te/2-inte3/1model/4-opt	opt	In Te	70 210	280	31103			1000
yyf/1-Te/2-inte3/2model/4-opt	opt	In Te	70 210	280	31103			1000
yyf/1-Te/2-inte3/2model/3-opt	opt	In Te	70 210	280	31103			1000
yyf/1-Te/2-inte3/8-6Si/5-opt	opt	In Te Si	70 210 20	300	33314			1000
yyf/1-Te/2-inte3/8-6Si/6-opt	opt	In Te Si	70 210 20	300	33314			1000
yyf/1-Te/2-inte3/8-6Si/7-opt	opt	In Te Si	70 210 20	300	33314			1000
yyf/1-Te/2-inte3/3model/3-opt	opt	In Te	70 210	280	31103			1000
yyf/1-Te/2-inte3/3model/4-opt	opt	In Te	70 210	280	31103			1000
yyf/1-Te/2-inte3/7-exc/1-model/1-move2e/1-opt	opt	In Te	70 210	280	31103			500
yyf/1-Te/3-in2te8/1-models/4-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/1-models/8-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/1-models/9-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/1-models/3-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/1-models/5-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/1-models/6-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/1-models/7-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/3-5Ga/3-opt	opt	In Te Ga	56 224 20	300	33314			1000
yyf/1-Te/3-in2te8/3-5Ga/5-opt	opt	In Te Ga	56 224 20	300	33314			1000
yyf/1-Te/3-in2te8/4-excit/1-add2e/1-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/4-excit/1-add2e/3-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/4-excit/2-move2e/1-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/4-excit/2-move2e/3-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/4-excit/3-add4e/1-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/4-excit/3-add4e/3-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/4-excit/4-add6e/1-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/3-in2te8/4-excit/4-add6e/3-opt	opt	In Te	60 240	300	33303			1000
yyf/1-Te/4-GST225/1-opt	opt	Ge Sb Te	2 2 5	9	1304			300
yyf/1-Te/5-IST312/1-h-ist/1-opt	opt	In Sb Te	6 2 4	12	1634			300
yyf/4-crystal/2-PbTe/1-opt	opt	Te Pb	108 108	216	24063			300
yyf/4-crystal/3-GaAs/1-opt	opt	Ga As	108 108	216	24063			300
yyf/4-crystal/6-MgS/1-opt	opt	Mg S	108 108	216	24063			300
yyf/4-crystal/5-cubicSb/1-opt	opt	Sb	216	216	24052			300
yyf/4-crystal/1-ZnSb/1-opt	opt	Zn Sb	64 64	128	14383			300
yyf/4-crystal/4-SnTe/1-opt	opt	Sn Te	108 108	216	24063			300
yyf/2-Se/1-GeCuSe/2-2/1model/2-opt	opt	Ge Se Cu	140 140 20	300	33314			1000
yyf/2-Se/1-GeCuSe/2-2/2model/2-opt	opt	Ge Se Cu	140 140 20	300	33314			1000
yyf/2-Se/1-GeCuSe/2-2/3model/2-opt	opt	Ge Se Cu	140 140 20	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/3-15/5-opt	opt	Ge Se Cu	140 140 20	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/3-15/7-opt	opt	Ge Se Cu	140 140 20	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/3-15/6-opt	opt	Ge Se Cu	140 140 20	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/1-5%/5-opt	opt	Ge Se Cu	146 146 8	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/1-5%/12-opt	opt	Ge Se Cu	146 146 8	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/1-5%/9-opt	opt	Ge Se Cu	146 146 8	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/1-5%/0-opt	opt	Ge Se Cu	146 146 8	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/1-5%/13-opt	opt	Ge Se Cu	146 146 8	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/1-5%/6-opt	opt	Ge Se Cu	146 146 8	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/1-5%/11-opt	opt	Ge Se Cu	146 146 8	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/1-5%/7-optn	opt	Ge Se Cu	146 146 8	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/2-10/3-opt	opt	Ge Se Cu	143 143 14	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/2-10/4-opt	opt	Ge Se Cu	143 143 14	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/12-opt1	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/16-opt	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/3-optN	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/9-opt1N	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/4-opt1	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/5-optN	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/7-optN	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/11-optN	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/6-optN	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/10-optgg	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/2-Se/1-GeCuSe/3-Cu/4-20/8-optgg	opt	Ge Se Cu	136 136 28	300	33314			1000
yyf/3-S/1-GeSiS/1-3%/5-opt	opt	Ge S Si	150 150 9	309	34304			1000
yyf/3-S/1-GeSiS/1-3%/6-opt	opt	Ge S Si	145 145 10	300	33314			1000
yyf/3-S/1-GeSiS/1-3%/7-opt	opt	Ge S Si	145 145 10	300	33314			1000
yyf/3-S/1-GeSiS/1-3%/111111-opt	opt	Ge S Si	150 150 9	309	34304			1000
yyf/3-S/1-GeSiS/2-6%/5-opt	opt	Ge S Si	141 141 18	300	33314			1000
yyf/3-S/1-GeSiS/2-6%/6-opt	opt	Ge S Si	141 141 18	300	33314			1000
yyf/3-S/1-GeSiS/2-6%/7-opt	opt	Ge S Si	141 141 18	300	33314			1000
yyf/3-S/1-GeSiS/2-6%/1111-opt	opt	Ge S Si	150 150 18	318	35294			1000
yyf/3-S/1-GeSiS/3-13%/11111-opt	opt	Ge S Si	150 150 39	339	37604			1000
yyf/3-S/1-GeSiS/3-13%/5-opt	opt	Ge S Si	150 150 39	339	37604			1000
yyf/3-S/1-GeSiS/3-13%/6-opt	opt	Ge S Si	150 150 39	339	37604			1000
yyf/5-O/1-In2O3/3-opt	opt	In O	80 120	200	22303			1000
yyf/5-O/1-In2O3/4-opt	opt	In O	80 120	200	22303			1000
yyf/5-O/1-In2O3/8-300atom/1-model/3-opt	opt	In O	120 179	299	33193			1000
yyf/5-O/1-In2O3/8-300atom/2-model/3-opt	opt	In O	120 180	300	33303			1000
yyf/5-O/1-In2O3/8-300atom/2-model/4-opt	opt	In O	120 180	300	33303			1000
yyf/5-O/1-In2O3/8-300atom/3-model/3-opt	opt	In O	120 180	300	33303			1000
yyf/5-O/1-In2O3/8-300atom/3-model/8-remove1O/1-OPT	opt	In O	120 179	299	33193			1000
yyf/5-O/1-In2O3/8-300atom/3-model/8-remove1O	opt	In O	120 179	299	33193			1000
yyf/5-O/2-InOGW/1-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_109/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_110/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_1/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_3/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_4/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_120/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_112/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_115/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_119/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_101/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_101/7-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_103/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_104/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_106/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_107/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_202/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_113/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_105/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_108/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_118/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_2/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_5/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_111/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_114/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_116/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_117/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_102/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_201/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_203/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/4-models/STRUCTURE_204/3-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/5-crystal/6-444cry/1-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/5-crystal/5-nGa/1-opt	opt	Ga O	8 12	20	2503			1000
yyf/5-O/5-crystal/11-80atom/2-remove1O	opt	In O	16 23	39	4593			1000
yyf/5-O/5-crystal/11-80atom/9-1Ga/1-opt	opt	In Ga O	15 1 24	40	4714			1000
yyf/5-O/5-crystal/11-80atom/9-1Ga/3-opt	opt	In Ga O	14 2 24	40	4714			1000
yyf/5-O/5-crystal/11-80atom/9-1Ga/5-opt	opt	In O	16 24	40	4703			1000
yyf/5-O/5-crystal/11-80atom/11-1Ga/1-opt	opt	In Ga O	31 1 48	80	9114			1000
yyf/5-O/5-crystal/11-80atom/13-opt/3-1Oopt	opt	In O	32 47	79	8993			1000
yyf/5-O/5-crystal/11-80atom/13-opt/1-opt	opt	In O	32 48	80	9103			1000
yyf/5-O/5-crystal/11-80atom/10-remove1OHSE/1-opt	opt	In O	32 47	79	8993			1000
